dominio,categoria_provisional,certeza,criterio,authority_score_exportado,urls_ejemplo,fuente,accion
allbaclinks.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
altonsennalims.blogspot.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
amayaperuaas.blogspot.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
aocscannerlims.blogspot.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
atozbacklinks.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
austkdaqs.blogspot.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
ayudaincendio.info,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
best-value-seo-service.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bestrankbacklinks.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bestseobacklinkforsite.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bestsitesbacklinks.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bhs-links-df.xyz,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bhs-links-fg.xyz,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bhs-links-hb.xyz,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bhs-links-hj.xyz,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bhs-links-km.xyz,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bhs-links-lk.xyz,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bhs-links-qa.xyz,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bhs-links-sd.xyz,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bhs-links-vf.xyz,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bhs-links-zx.xyz,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bisprofit.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://bisprofit.com/all/431/8.html; http://bisprofit.com/all/431/8.html; https://www.bisprofit.com/all/431/8.html,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
booastrankingwithbacklinks.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
breachviews.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,http://www.breachviews.com/all/431/24.html; https://breachviews.com/all/1724/21.html; https://breachviews.com/all/2051/19.html,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
buy-backlinks-ranking-power.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
buyfairbacklinks.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
buyseolinks.site,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
buytopqualitybacklinks.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
canadapsilocybin.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://canadapsilocybin.com/all/431/24.html,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
cardsadpartlim.blogspot.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
casinooftheking.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://casinooftheking.com/all/1147/8.html; https://casinooftheking.com/all/1166/21.html; https://casinooftheking.com/all/1724/21.html; https://casinooftheking.com/all/2051/19.html,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
celegonzonaverdevenezuela.blogspot.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
chile-contact.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://chile-contact.com/index.php?hl=es_ES&page=home; http://chile-contact.com/index.php?hl=en_EN&page=home; http://chile-contact.com/index.php?hl=de_DE&page=home; http://chile-contact.com/; https://www.chile-contact.com/index.php,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
chile-contact.de,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://www.chile-contact.de/index.php; https://www.chile-contact.de/; http://www.chile-contact.de/; https://chile-contact.de/index.php; https://chile-contact.de/,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
chile-kontakt.de,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://www.chile-kontakt.de/index.php; https://www.chile-kontakt.de/; http://www.chile-kontakt.de/; https://chile-kontakt.de/index.php; https://chile-kontakt.de/,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
chileoficios.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
marinasone.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://marinasone.com/all/431/24.html; https://marinasone.com/all/1724/21.html; https://marinasone.com/all/2051/19.html,08-backlink-gap/gap-especialistas-page1-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
mylisthero.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://mylisthero.com/all/431/24.html; https://mylisthero.com/all/1166/21.html; https://mylisthero.com/all/1724/21.html,08-backlink-gap/gap-especialistas-page1-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
onvaxs.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://onvaxs.com/all/431/24.html; https://onvaxs.com/all/1724/21.html; https://onvaxs.com/all/2051/19.html,08-backlink-gap/gap-especialistas-page1-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
phanerosart.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://phanerosart.com/all/431/24.html; https://phanerosart.com/all/1724/21.html; https://phanerosart.com/all/2051/19.html,08-backlink-gap/gap-especialistas-page1-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
hotonlinegaming.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,3,https://hotonlinegaming.com/all/431/24.html; https://hotonlinegaming.com/all/2051/19.html,08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
mymarketpost.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://mymarketpost.com/all/431/24.html; https://mymarketpost.com/all/1166/21.html,08-backlink-gap/gap-especialistas-page1-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
quotesblom.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://quotesblom.com/all/431/24.html; https://quotesblom.com/all/1724/21.html,08-backlink-gap/gap-especialistas-page1-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
themicrodigits.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,http://themicrodigits.com/all/431/24.html; https://themicrodigits.com/link-placement-hub/effective-niche-edit-links-designed-to-improve-da-dr-and-tf-drive-qualified-visitors-and-grow-your-business-online-302522.html,08-backlink-gap/gap-especialistas-page1-20260903.json; 08-backlink-gap/gap-integrales-page5-20260903.json,excluir de prospección
sergechel.info,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,11,https://sergechel.info/list-e4e74f2129b4be1d2c20788ca212e4a9,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
forbesstories.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,10,https://forbesstories.com/all/431/24.html,08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
cheapsmmprovider.online,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,http://www.cheapsmmprovider.online/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
jobsapp.info,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,https://jobsapp.info/a5eb977651ea6adbc71d3857593428a0-l/,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
all-aged-domains.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,5,https://all-aged-domains.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
theforbestimes.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,5,https://theforbestimes.com/referring-domains/premium-high-da-backlinks-to-raise-domain-rating-grow-search-traffic-and-grow-your-business-online-fe77d2.html,08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
booksreadr.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,https://booksreadr.org/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://www.booksreadr.org/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
australianwebdirectory.shop,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,https://australianwebdirectory.shop/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://www.australianwebdirectory.shop/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
backlinksbank.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,http://www.backlinksbank.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
getwebsiteworth.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,https://getwebsiteworth.com/a5eb977651ea6adbc71d3857593428a0-l/; https://www.getwebsiteworth.com/a5eb977651ea6adbc71d3857593428a0-l/,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
globalecommerce.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,https://globalecommerce.org/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://www.globalecommerce.org/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
indians.cc,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,https://indians.cc/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://www.indians.cc/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
way2check.cv,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,https://www.way2check.cv/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://way2check.cv/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
1000.co.in,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://www.1000.co.in/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
2x9.co,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://2x9.co/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
alljobs.info,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://alljobs.info/a5eb977651ea6adbc71d3857593428a0-l/; https://www.alljobs.info/a5eb977651ea6adbc71d3857593428a0-l/,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
allwebsitesdirectory.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://allwebsitesdirectory.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://www.allwebsitesdirectory.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
avismartwarea.blogspot.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://avismartwarea.blogspot.com/,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
backlinkhouse.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://www.backlinkhouse.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
backlinkshouse.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://www.backlinkshouse.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
backlinkstree.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://www.backlinkstree.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
bestwebstats.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://bestwebstats.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://www.bestwebstats.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
carplz.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://carplz.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html; http://www.carplz.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
cartermanageus.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://cartermanageus.com/link-velocity-hub/powerful-pbn-backlinks-to-raise-domain-rating-build-lasting-authority-for-competitive-serp-results-55683e.html,08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
currentchron.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://currentchron.com/all/431/24.html,08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
digitalchatni.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://digitalchatni.com/all/431/24.html,08-backlink-gap/gap-especialistas-page1-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
digitalseotool.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,http://digitalseotool.com/all/431/8.html; https://digitalseotool.com/all/431/8.html,08-backlink-gap/gap-especialistas-page1-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
domain.com.lc,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://domain.com.lc/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://www.domain.com.lc/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
domainanalysis.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://domainanalysis.org/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://www.domainanalysis.org/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
domainsc.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://domainsc.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://www.domainsc.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
domainwork.space,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://www.domainwork.space/page-a8a0ad3af611b2774c265ef5b0d9193b.html; http://domainwork.space/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
dropsnhcxz.blogspot.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://dropsnhcxz.blogspot.com/; https://dropsnhcxz.blogspot.com/%C2%A0; https://dropsnhcxz.blogspot.com/www.RealEstateTechGuy.com; https://dropsnhcxz.blogspot.com/videos/search?FORM=HDRSC3&q=dropsnhcxz.blogspot.com%2Flilso.html; https://dropsnhcxz.blogspot.com/uudet-nettikasinot-syksy-2020.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
ecommercebenchmarking.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://www.ecommercebenchmarking.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
egyptiandirectory.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://egyptiandirectory.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://www.egyptiandirectory.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
emergencydentistinrichmondva.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://www.emergencydentistinrichmondva.com/all/431/24.html,08-backlink-gap/gap-especialistas-page2-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
exotichealths.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://exotichealths.com/all/1724/21.html,08-backlink-gap/gap-especialistas-page2-20260903.json,excluir de prospección
expresskitchendesigns.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://expresskitchendesigns.com/all/431/24.html,08-backlink-gap/gap-especialistas-page2-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
fashionclothingnews.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,http://www.fashionclothingnews.com/all/431/24.html; https://fashionclothingnews.com/all/431/24.html,08-backlink-gap/gap-especialistas-page2-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
fastlifesite.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://fastlifesite.com/all/2051/19.html,08-backlink-gap/gap-especialistas-page2-20260903.json,excluir de prospección
findinfo.in,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://www.findinfo.in/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
fiverr-affordable-seo-services.site,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://fiverr-affordable-seo-services.site/fiverr-backlinks-increased-traffic-from-1000-to-6000/,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
fiverr-cost-effective-seo.site,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://fiverr-cost-effective-seo.site/my-site-outranked-rivals-after-fiverr-contextual-links/,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
fiverr-quality-seo-at-affordable-rates.site,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://fiverr-quality-seo-at-affordable-rates.site/fiverr-backlinks-doubled-my-ahrefs-dr-with-real-results/,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
fletcherrld.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,http://fletcherrld.com/all/431/24.html,08-backlink-gap/gap-especialistas-page2-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
gamerkun.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://www.gamerkun.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
hebagh.cv,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://www.hebagh.cv/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
homefinance.co.in,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://www.homefinance.co.in/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
homesforsaleoldgreenwichct.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,http://homesforsaleoldgreenwichct.com/all/431/24.html; https://homesforsaleoldgreenwichct.com/all/431/24.html,08-backlink-gap/gap-especialistas-page2-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
indexaward.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://indexaward.com/a5eb977651ea6adbc71d3857593428a0-l/; https://www.indexaward.com/a5eb977651ea6adbc71d3857593428a0-l/,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
kalptensevenler.tr,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
kkinsider.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,https://kkinsider.com/all/431/24.html,08-backlink-gap/gap-especialistas-page2-20260903.json; 08-backlink-gap/gap-integrales-page4-20260903.json,excluir de prospección
leshy.pages.dev,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://leshy.pages.dev/16/FZfRoReZLj,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
linksnatcher.art,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://www.linksnatcher.art/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
linksnatcher.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,https://linksnatcher.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html; https://www.linksnatcher.com/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
mp3fresh.net,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,http://www.mp3fresh.net/page-a8a0ad3af611b2774c265ef5b0d9193b.html,08-backlink-gap/gap-especialistas-page2-20260903.json,revisión humana; sin outreach
